Name of Restaurant,Features/Category,Market Segment,Cuisine,Top Dishes,Address,Area/Location,Latitude,Longitude,Zomato URL,Dining Rating
Burmese n Chinese,"Home Delivery, Indoor Seating",Restaurant,Chinese,"Dim Sum,  Chicken Manchurian,  Sweet Corn Soup,  Fried Rice,  Chilli Paneer,  Gobi Manchurian,  Dragon Chicken"," SKLS Galaxy Mall, Counter 3, 3rd Floor, S Cube Food Court, GNT Road, Red Hills, Chennai",Red Hills,13.1865,80.1999,https://www.zomato.com/chennai/burmese-n-chinese-red-hills,
Mangos Juice Shop,"Home Delivery, Indoor Seating",Fast Food,"Beverages,  Fast Food","Green Tea,  Cold Coffee,  Tender Coconut,  Burger,  Fried Chicken,  Nuggets,  Filter Coffee"," 58, AV Church Road, Vannanthurai, Besant Nagar, Chennai",Besant Nagar,13.0003,80.2667,https://www.zomato.com/chennai/mangos-juice-shop-besant-nagar,
Cheesy Juicy Burgers,Delivery Only,Cloud Kitchen,"Burger,  Fast Food","Veggie Burger,  Burger,  Sandwich,  Wrap,  Peri Peri Fries,  BBQ Burger,  Onion Rings"," 10, Balamurugan 4th Cross, Pillayar Kovil Extension, Keelkattalai, Pallavaram, Chennai",Pallavaram,12.9675,80.1491,https://www.zomato.com/chennai/cheesy-juicy-burgers-pallavaram,3.5
Aachi Kaimanam Homely Kitchen,Home Delivery,Restaurant,"Biryani,  South Indian","Brinjal Curry,  Salna,  Pongal,  Keerai Kootu,  Sherbet,  Haleem,  Chicken Biryani"," 216, Jagampet Garden, Shri Indra Cotton Mill, Near MIT college, Chitlapakkam Main Road, Chrompet, Chennai, Chennai",Chromepet,12.9516,80.1462,https://www.zomato.com/chennai/aachi-kaimanam-homely-kitchen-chromepet,
7th Heaven,"Home Delivery, Serves Alcohol, Outdoor Seating, Free Parking, Rooftop",Bar,"North Indian,  South Indian","Uthappam,  Masala Dosa,  Dal Makhani,  Rasam Rice,  Chole Bhature,  Medu Vada,  Bonda Soup"," Gokulam Park Hotel, 67, 1st Avenue, Ashok Nagar, Chennai","Gokulam Park Hotel, Ashok Nagar",13.0373,80.2123,https://www.zomato.com/chennai/7th-heaven-ashok-nagar,
Hotel Manna,"Home Delivery, Indoor Seating",Hotel,"South Indian,  Chettinad","Idli Sambar,  Masala Dosa,  Keerai Kootu,  Rasam Rice,  Pepper Chicken,  Medu Vada,  Kari Dosai"," 9, Agaram Main Road, Selaiyur, Chennai",Selaiyur,12.9068,80.1425,https://www.zomato.com/chennai/hotel-manna-selaiyur,4.1
Ajay Food Point,"Home Delivery, Indoor Seating",Restaurant,"North Indian,  Chinese","Rajma Chawal,  Fried Rice,  Butter Chicken,  Chilli Chicken,  Biryani,  Chicken Manchurian,  Dim Sum"," 99, Model School Road, Kumarasamy Nagar, Sholinganallur, Chennai",Sholinganallur,12.901,80.2279,https://www.zomato.com/chennai/ajay-food-point-sholinganallur,
Hotel Sri Sai Saravanas,"Breakfast, Home Delivery, Vegetarian Only, Indoor Seating",Hotel,"South Indian,  Chinese","Uthappam,  Chilli Paneer,  Fried Rice,  Spring Rolls,  Dim Sum,  Ghee Podi Dosa,  Keerai Kootu"," Vandalur-Kelambakkam Road, Keelakottaiyur, Thiruporur TK, Thiruporur Block, Kanchipuram District, Chennai",Kanchipuram District,12.8372,79.7042,https://www.zomato.com/chennai/hotel-sri-sai-saravanas-kanchipuram-district,3.8
Sandwich Jerks,Home Delivery,Fast Food,"Sandwich,  Fast Food","Cold Coffee,  Paneer Sandwich,  Wrap,  BLT,  Nuggets,  Burger,  Peri Peri Fries"," 1/138, OMR Road, Seevaram Salai, Manikkodi Srinivasan Nagar, Perungudi, Chennai",Perungudi,12.9654,80.2461,https://www.zomato.com/chennai/sandwich-jerks-perungudi,
Absolute Desire,"Home Delivery, Indoor Seating",Restaurant,"Chinese,  Beverages","Sweet Corn Soup,  Chilli Chicken,  Dim Sum,  Tender Coconut,  Rose Milk,  Filter Coffee,  Chilli Paneer"," 2/4, Meddelly Road, T. Nagar, Chennai",T. Nagar,13.0418,80.2341,https://www.zomato.com/chennai/absolute-desire-t-nagar,
Apsal Chettinadu Hotel,"Home Delivery, Indoor Seating",Hotel,"South Indian,  Chettinad,  Chinese","Rasam Rice,  Chettinad Fish Curry,  Medu Vada,  Chilli Chicken,  Nandu Masala,  Dragon Chicken,  Dim Sum"," 40, South West Boag Road, T. Nagar, Chennai",T. Nagar,13.0418,80.2341,https://www.zomato.com/chennai/apsal-chettinadu-hotel-t-nagar,3.9
Hotel Gopal,"Breakfast, Vegetarian Only, Indoor Seating",Hotel,"South Indian,  Chinese","Dragon Chicken,  Chilli Paneer,  Rasam Rice,  Curd Rice,  Masala Dosa,  Bonda Soup,  Uthappam"," Shop 147, Kamaraj Nagar, 2nd Street, 4th Main Road, Avadi, Chennai",Avadi,13.1067,80.097,https://www.zomato.com/chennai/hotel-gopal-avadi,3.2
Hotel Shri Vinayaga Bhavan,"Breakfast, Vegetarian Only, Free Parking, Indoor Seating",Hotel,South Indian,"Rava Idli,  Medu Vada,  Keerai Kootu,  Rasam Rice,  Idli Sambar,  Curd Rice,  Pongal"," 5, Ascendas IT Park Phases 2, CSIR Road, Taramani, Chennai","Ascendas IT Park, Taramani",12.9863,80.2432,https://www.zomato.com/chennai/hotel-shri-vinayaga-bhavan-taramani,
Hotel Kumaran,"Breakfast, Home Delivery, Vegetarian Only, Free Parking, Indoor Seating",Hotel,South Indian,"Rasam Rice,  Medu Vada,  Masala Dosa,  Bonda Soup,  Filter Coffee,  Pongal,  Ghee Podi Dosa"," Shop 14, RP Road, Nehru Nagar, Near Kumaran Kundram Bus Stop, Chromepet, Chennai",Chromepet,12.9516,80.1462,https://www.zomato.com/chennai/hotel-kumaran-chromepet,3.2
Snaivs Rain Bakes,"Takeaway Only, Desserts and Bakes, Home Baker",Restaurant,"Bakery,  Desserts,  Healthy Food","Bread Loaf,  Danish Pastry,  Hummus Plate,  Croissant,  Chocolate Mousse,  Jalebi,  Grilled Chicken Salad"," 16/1, 27, Bharathiyar Street, Gokulapuram, Chengalpattu, Chennai",Chengalpattu,12.6819,79.9888,https://www.zomato.com/chennai/snaivs-rain-bakes-chengalpattu,
Aromatic Bakers Cafe,"Vegetarian Only, Indoor Seating, Desserts and Bakes",Cafe,"Cafe,  Bakery,  Sandwich","Club Sandwich,  Pancakes,  Avocado Toast,  Danish Pastry,  Muffin,  Cheesecake,  Sourdough Bread"," 53B, Trunk Road, Porur, Chennai",Porur,13.0382,80.1565,https://www.zomato.com/chennai/aromatic-bakers-cafe-porur,
Pugaa,"Home Delivery, Indoor Seating",Restaurant,"Chinese,  North Indian,  Biryani","Biryani,  Haleem,  Spring Rolls,  Brinjal Curry,  Sweet Corn Soup,  Butter Chicken,  Fried Rice"," 22, Om Shakthi Nagar, Vanagaram Service Road, Vanagaram, Maduravoyal, Chennai",Maduravoyal,13.0656,80.1608,https://www.zomato.com/chennai/pugaa-maduravoyal,
Iyengars Kitchen,"Breakfast, Delivery Only",Cloud Kitchen,South Indian,"Keerai Kootu,  Bonda Soup,  Filter Coffee,  Masala Dosa,  Curd Rice,  Idli Sambar,  Rasam Rice"," Shop 1761/31, 1st Street, EWS Vasantham Colony, Anna Nagar West, Chennai",Anna Nagar West,13.0862,80.2018,https://www.zomato.com/chennai/iyengars-kitchen-anna-nagar-west,
Ariha,"Breakfast, Home Delivery, Indoor Seating, Desserts and Bakes",Restaurant,"South Indian,  Desserts","Tiramisu,  Jalebi,  Halwa,  Ice Cream,  Brownie,  Rasgulla,  Filter Coffee"," D-3, Industrial Estate, Ambattur, Chennai",Ambattur,13.1186,80.1574,https://www.zomato.com/chennai/ariha-2-ambattur,
The 90s Kids,Takeaway Only,Restaurant,Chinese,"Fried Rice,  Sweet Corn Soup,  Chilli Chicken,  Gobi Manchurian,  Dragon Chicken,  Chicken Manchurian,  Chilli Paneer"," 271/1, Paper Mills Road, Perambur, Chennai",Perambur,13.121,80.2326,https://www.zomato.com/chennai/the-90s-kids-perambur,
Seven Hills Cool Bar,"Home Delivery, Indoor Seating",Fast Food,"Sandwich,  Beverages,  Juices","Sugarcane Juice,  French Fries,  Toasted Sandwich,  Cold Coffee,  Fresh Lime Soda,  Paneer Sandwich,  Mixed Fruit Juice"," 84B, Bharathi Street, 100 Feet Road, Kamarajapuram, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/seven-hills-cool-bar-velachery,
Ankut Da Dhaba,Indoor Seating,Restaurant,"North Indian,  Rajasthani,  South Indian","Palak Paneer,  Medu Vada,  Curd Rice,  Laal Maas,  Bonda Soup,  Ker Sangri,  Pyaaz Kachori"," 39A, S.S.V. Mills, Sembium, Kathirvedu, Puzhal, Ambattur Red Hills Road, Near Red Hills, Chennai",Red Hills,13.1865,80.1999,https://www.zomato.com/chennai/ankut-da-dhaba-red-hills,
Musik Cafe,Home Delivery,Fast Food,"Fast Food,  Beverages,  South Indian","Fresh Lime Soda,  Tender Coconut,  Green Tea,  Ghee Podi Dosa,  Wrap,  Mojito,  Nuggets"," 1/11, Ground Floor, Beach Home Avenue, Besant Nagar, Chennai",Besant Nagar,13.0003,80.2667,https://www.zomato.com/chennai/musik-cafe-besant-nagar,3.7
Madras Biryani and Fast Food,"Breakfast, Home Delivery, Indoor Seating",Restaurant,"South Indian,  Chinese","Bonda Soup,  Idli Sambar,  Medu Vada,  Rasam Rice,  Chicken Manchurian,  Pongal,  Uthappam"," 61/10, Madras Battai Road, Villivakkam, Anna Nagar East, Chennai",Anna Nagar East,13.092,80.2236,https://www.zomato.com/chennai/madras-biryani-and-fast-food-anna-nagar-east,
Perambur Attukall Biriyani,"Home Delivery, Indoor Seating",Restaurant,"Biryani,  South Indian","Haleem,  Uthappam,  Chicken 65,  Vegetable Biryani,  Curd Rice,  Chicken Biryani,  Sherbet"," 85/39, MH Road, Near Munu Salai, Perambur, Chennai",Perambur,13.121,80.2326,https://www.zomato.com/chennai/perambur-attukall-biriyani-perambur,
Hotel Velcome,"Breakfast, Indoor Seating",Hotel,South Indian,"Rasam Rice,  Medu Vada,  Filter Coffee,  Idli Sambar,  Bonda Soup,  Uthappam,  Keerai Kootu"," 9, Alandur Road, Guindy, Chennai",Guindy,13.0067,80.2206,https://www.zomato.com/chennai/hotel-velcome-guindy,
The Sandwich Box,Delivery Only,Cloud Kitchen,"Sandwich,  Fast Food","Cold Coffee,  Wrap,  Nuggets,  Onion Rings,  Toasted Sandwich,  Egg Sandwich,  Focaccia Sandwich", Delivery Only,Medavakkam,12.92,80.192,https://www.zomato.com/chennai/the-sandwich-box-medavakkam,3
Engineers Cafe,"Home Delivery, Indoor Seating, Desserts and Bakes",Restaurant,"Beverages,  Ice Cream","Chocolate Ice Cream,  Milkshake,  Ice Cream Sandwich,  Masala Chai,  Frozen Yogurt,  Cold Coffee,  Falooda"," Lake View Road, Madipakkam, Chennai",Madipakkam,12.9647,80.1961,https://www.zomato.com/chennai/engineers-cafe-madipakkam,4
MR.EATZ,Home Delivery,Restaurant,"North Indian,  Chinese,  Sandwich,  Rolls","Fried Rice,  BLT,  Palak Paneer,  Frankie,  Paneer Sandwich,  Sweet Corn Soup,  Rogan Josh"," 70/236, Peters Road, Royapettah, Chennai",Royapettah,13.054,80.2641,https://www.zomato.com/chennai/mr-eatz-royapettah,
Happy Chit Chat Centre,Indoor Seating,Fast Food,Fast Food,"Milkshake,  Nuggets,  Peri Peri Fries,  Burger,  Sandwich,  Hot Dog,  Fried Chicken"," Alappakkam Main Road, Netaji Nagar, Dhanalakshmi Nagar, Maduravoyal, Chennai",Maduravoyal,13.0656,80.1608,https://www.zomato.com/chennai/happy-chit-chat-centre-1-maduravoyal,
Chellini Jigar,"Home Delivery, Vegetarian Only",Cafe,Beverages,"Mojito,  Tender Coconut,  Cold Coffee,  Buttermilk,  Fresh Lime Soda,  Filter Coffee,  Masala Chai"," Door 41, Near Amman Kovil Bus Stop, JN Road, Anakaputhur, Kanchipuram District, Chennai",Kanchipuram District,12.8372,79.7042,https://www.zomato.com/chennai/chellini-jigar-kanchipuram-district,
Runaway Rice By Sketch,Indoor Seating,Restaurant,"Chinese,  South Indian,  North Indian,  Fast Food","Chole Bhature,  Milkshake,  Keerai Kootu,  Rasam Rice,  Sweet Corn Soup,  Sandwich,  Spring Rolls"," 5, Present Door 43, Greams Road, Thousand Lights, Chennai",Thousand Lights,13.0617,80.2544,https://www.zomato.com/chennai/runaway-rice-by-sketch-thousand-lights,3.6
Metro Juice Park & Fast Food,"Home Delivery, Indoor Seating",Restaurant,"Beverages,  Juices,  Fast Food","Fresh Orange Juice,  Mixed Fruit Juice,  Mango Juice,  Fresh Lime Soda,  Masala Chai,  Pineapple Juice,  Green Juice"," 1, Nataraj Nagar, IAF - MES Road, Selaiyur, Chennai",Selaiyur,12.9068,80.1425,https://www.zomato.com/chennai/metro-juice-park-fast-food-selaiyur,
Nandhus Kitchen,Indoor Seating,Restaurant,South Indian,"Bonda Soup,  Pongal,  Filter Coffee,  Rasam Rice,  Ghee Podi Dosa,  Medu Vada,  Curd Rice"," 84, South Mada Street, Tiruvottiyur, Chennai",Tiruvottiyur,13.1643,80.3001,https://www.zomato.com/chennai/nandhus-kitchen-tiruvottiyur,
Hotel Classic,"Breakfast, Home Delivery, Indoor Seating",Hotel,"South Indian,  Chinese","Rasam Rice,  Gobi Manchurian,  Ghee Podi Dosa,  Chicken Manchurian,  Idli Sambar,  Rava Idli,  Chilli Paneer"," New 74, Old 61, Aziz Muluk, 3 Road Street, Thousand Lights West, Nungambakkam, Chennai",Nungambakkam,13.0569,80.2425,https://www.zomato.com/chennai/hotel-classic-nungambakkam,
Scoops And Smiles,"Home Delivery, Standing Tables, Desserts and Bakes",Fast Food,"Desserts,  Fast Food","French Fries,  Kheer,  Burger,  Wrap,  Jalebi,  Onion Rings,  Panna Cotta"," 1649, 1st Main Road, TNHB Colony, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/scoops-and-smiles-velachery,
Hrs Canteen,"Breakfast, Home Delivery, Indoor Seating",Restaurant,Chinese,"Sweet Corn Soup,  Dim Sum,  Hakka Noodles,  Chilli Paneer,  Chilli Chicken,  Spring Rolls,  Chicken Manchurian"," 76, Sardar Patel Road, Guindy, Chennai",Guindy,13.0067,80.2206,https://www.zomato.com/chennai/hrs-canteen-guindy,
Jai Health Foods,"Home Delivery, Home Baker",Restaurant,"South Indian,  Tamil","Rasam Rice,  Uthappam,  Parotta,  Kuzhambu Rice,  Medu Vada,  Rava Idli,  Filter Coffee"," 5/41, Pillaiyar, Kovil Street, S.Kolathur, Kovilambakkam, Pallikaranai, Chennai",Pallikaranai,12.9349,80.2137,https://www.zomato.com/chennai/jai-health-foods-pallikaranai,4
Malabar Kitchen,"Home Delivery, Indoor Seating",Restaurant,North Indian,"Butter Chicken,  Naan,  Dal Makhani,  Aloo Paratha,  Tandoori Chicken,  Biryani,  Chole Bhature"," 20/849, Buddhar Street, Thanthai Periyar Nagar, Taramani, Chennai",Taramani,12.9863,80.2432,https://www.zomato.com/chennai/malabar-kitchen-taramani,
Appu Chettinad Restaurant,"Home Delivery, Indoor Seating",Restaurant,"South Indian,  Chinese,  Biryani","Sherbet,  Spring Rolls,  Masala Dosa,  Brinjal Curry,  Chilli Chicken,  Filter Coffee,  Salna"," 11, Dr. Ambedkar Nagar, New Avadi Road, ICF, Avadi, Chennai",Avadi,13.1067,80.097,https://www.zomato.com/chennai/appu-chettinad-restaurant-avadi,3.7
The Cake Elite,"Indoor Seating, Desserts and Bakes",Restaurant,"Bakery,  Desserts,  Ice Cream","Chocolate Mousse,  Chocolate Cake,  Kulfi,  Sourdough Bread,  Frozen Yogurt,  Cheesecake,  Ice Cream Sandwich"," 69b, Devaraj Nagar Madambakkam, Selaiyur, Chennai",Selaiyur,12.9068,80.1425,https://www.zomato.com/chennai/the-cake-elite-selaiyur,
Swamys Cafe,"Indoor Seating, Desserts and Bakes",Bakery & Sweet Shop,"Bakery,  Beverages","Cookies,  Brownie,  Danish Pastry,  Muffin,  Chocolate Cake,  Sourdough Bread,  Green Tea"," 30, Poonamalle Road, Balaji Nagar, Ekkaduthangal, Chennai",Ekkaduthangal,13.0225,80.2032,https://www.zomato.com/chennai/swamys-cafe-ekkaduthangal,
Roll Shop,Delivery Only,Cloud Kitchen,"Rolls,  Fast Food","Fried Chicken,  Frankie,  Schezwan Roll,  French Fries,  Veg Roll,  Sandwich,  Chicken Kathi Roll"," 5/141, Veeramani Salai KC Nagar, Kandanchavadi, Kanchipuram District, Chennai",Kanchipuram District,12.8372,79.7042,https://www.zomato.com/chennai/roll-shop-kanchipuram-district,3.2
Gowri Ammas Kai Manam,"Breakfast, Home Delivery",Restaurant,"South Indian,  North Indian","Tandoori Chicken,  Rasam Rice,  Masala Dosa,  Naan,  Pongal,  Curd Rice,  Filter Coffee"," 7C Block, Golden Jubilee Apartments, Anna Main Road, K.K. Nagar, Chennai",K.K. Nagar,13.041,80.1994,https://www.zomato.com/chennai/gowri-ammas-kai-manam-k-k-nagar,
TCF - Twinchester Foods,Outdoor Seating,Fast Food,Fast Food,"Sandwich,  Peri Peri Fries,  Nuggets,  Wrap,  Onion Rings,  Milkshake,  French Fries"," 14, Vasu Street, Behind Ega Theatre, Kilpauk, Chennai",Kilpauk,13.0828,80.2417,https://www.zomato.com/chennai/tcf-twinchester-foods-kilpauk,3.2
Al Baik Biryani,"Home Delivery, Indoor Seating",Restaurant,"Biryani,  Chinese","Haleem,  Spring Rolls,  Dragon Chicken,  Sherbet,  Chicken Biryani,  Mutton Biryani,  Fried Rice"," 96, Jani Jhan Khan Road, Royapettah, Chennai",Royapettah,13.054,80.2641,https://www.zomato.com/chennai/al-baik-biryani-royapettah,
Adithyan Restaurant,"Breakfast, Indoor Seating, Table Reservation Not Required, Wifi",Restaurant,"South Indian,  Mughlai,  North Indian","Phirni,  Filter Coffee,  Chicken Korma,  Mutton Dum Biryani,  Dal Makhani,  Bonda Soup,  Uthappam"," Hotel NRS Sakithyan, 42, Thanikachalam Road, T. Nagar, Chennai","Hotel NRS Sakithyan, T. Nagar",13.0418,80.2341,https://www.zomato.com/chennai/adithyan-restaurant-t-nagar,
Smart Appatha Foods,"Home Delivery, Indoor Seating",Restaurant,South Indian,"Pongal,  Filter Coffee,  Uthappam,  Medu Vada,  Rava Idli,  Rasam Rice,  Bonda Soup"," 3B, Thiruvalluvar Main Road, Adambakkam, Chennai",Adambakkam,12.967,80.199,https://www.zomato.com/chennai/smart-appatha-foods-adambakkam,
MRP Unavagam,"Breakfast, Home Delivery, Indoor Seating",Restaurant,"South Indian,  Chinese,  Street Food","Sev Puri,  Bonda Soup,  Pani Puri,  Pav Bhaji,  Rava Idli,  Hakka Noodles,  Rasam Rice"," 4/26, Sourashtra Nagar, 6th Street, Choolaimedu, Chennai",Choolaimedu,13.0632,80.225,https://www.zomato.com/chennai/mrp-unavagam-choolaimedu,
Delhi Chats,"Home Delivery, Vegetarian Only, Indoor Seating",Fast Food,Street Food,"Bhel Puri,  Sev Puri,  Kachori,  Pani Puri,  Corn Chaat,  Samosa,  Vada Pav"," 3/1, Arunachalam Street, Nesapakkam Main Road, Snethamil Nagar, Ramapuram, Chennai",Ramapuram,13.0317,80.1817,https://www.zomato.com/chennai/delhi-chats-ramapuram,
Cafe Cube - Aboo Funland,"Home Delivery, Free Parking, Indoor Seating",Fast Food,"Fast Food,  Street Food","Bhel Puri,  Sev Puri,  Nuggets,  Milkshake,  Vada Pav,  Kachori,  Wrap"," Shop 112, Chintamani Vinayagar Koil Street, Ramakrishna Nagar, Valasaravakkam, Chennai",Valasaravakkam,13.0403,80.1723,https://www.zomato.com/chennai/cafe-cube-aboo-funland-valasaravakkam,
Sri Syamalamba Andhra Mess,"Free Parking, Indoor Seating",Restaurant,"South Indian,  Andhra","Majjiga Pulusu,  Idli Sambar,  Medu Vada,  Keerai Kootu,  Curd Rice,  Pappu Saaru,  Ghee Podi Dosa"," Near IIIDM College, Melkottiyur, Kanchipuram District, Chennai",Kanchipuram District,12.8372,79.7042,https://www.zomato.com/chennai/sri-syamalamba-andhra-mess-kanchipuram-district,
Chill And Crispy,"Home Delivery, Indoor Seating",Fast Food,"Beverages,  Fast Food,  Ice Cream","Wrap,  Strawberry Ice Cream,  Masala Chai,  Kulfi,  Falooda,  Onion Rings,  Mango Ice Cream"," 1/55-B, 200 Feet Road, Thuraipakkam, St.Thomas Mount Block Ward, Kanchipuram District, Chennai",Kanchipuram District,12.8372,79.7042,https://www.zomato.com/chennai/chill-and-crispy-kanchipuram-district,4
Shree Vadivudaiyamman Stiffen Center,"Breakfast, Vegetarian Only, Indoor Seating",Restaurant,South Indian,"Medu Vada,  Curd Rice,  Rava Idli,  Masala Dosa,  Keerai Kootu,  Bonda Soup,  Pongal"," 63, Sannathi Street, Theradi, Tiruvottiyur, Chennai",Tiruvottiyur,13.1643,80.3001,https://www.zomato.com/chennai/shree-vadivudaiyamman-stiffen-center-tiruvottiyur,
Bullet No.79,"Home Delivery, Indoor Seating",Fast Food,Fast Food,"Hot Dog,  Peri Peri Fries,  Nuggets,  Sandwich,  Burger,  Wrap,  Fried Chicken"," 54, MGR Road, Chennai Corporation, Ward 182, Perungudi, Chennai",Perungudi,12.9654,80.2461,https://www.zomato.com/chennai/bullet-no-79-perungudi,
Annai Biriyani Center,"Home Delivery, Indoor Seating",Restaurant,"Biryani,  Chinese","Spring Rolls,  Raita,  Mutton Biryani,  Dim Sum,  Fried Rice,  Brinjal Curry,  Sherbet"," 76, Venkateswara Nagar, 3rd Main Road, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/annai-biriyani-center-velachery,
Super Thick Shake,"Home Delivery, Indoor Seating",Cafe,Beverages,"Green Tea,  Mojito,  Tender Coconut,  Filter Coffee,  Rose Milk,  Mango Lassi,  Buttermilk"," 2/72, Nehru Street, Navallur, Chennai",Navallur,12.8459,80.2265,https://www.zomato.com/chennai/super-thick-shake-navallur,
Exotic Restaurant,"Home Delivery, Indoor Seating",Restaurant,North Indian,"Rajma Chawal,  Naan,  Palak Paneer,  Dal Makhani,  Rogan Josh,  Tandoori Chicken,  Chole Bhature"," 18, 1st Floor, Vasantham Nagar, Poonamallee Avadi High Road, Avadi, Chennai",Avadi,13.1067,80.097,https://www.zomato.com/chennai/exotic-restaurant-avadi,
Gokul Mani Restaurant,"Home Delivery, Indoor Seating",Fast Food,"Fast Food,  North Indian,  Chinese,  Biryani","Burger,  Biryani,  Chicken Biryani,  Butter Chicken,  Fried Chicken,  Naan,  Dim Sum"," 3/68, 2nd Cross Street, Kumarankudil, St.Thomas Mount Block, Thuraipakkam, Chennai",Thuraipakkam,12.9416,80.2362,https://www.zomato.com/chennai/gokul-mani-restaurant-thuraipakkam,
Wafcafe,Delivery Only,Cloud Kitchen,"Fast Food,  Beverages","Mojito,  Tender Coconut,  Mango Lassi,  Filter Coffee,  Nuggets,  Fresh Lime Soda,  Burger"," 2/30, Sankaran Avenue, Pandian Street, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/wafcafe-2-velachery,4
The Chennai Fresh N Spot,Takeaway Only,Cafe,Juices,"Pomegranate Juice,  Lemon Ginger Juice,  Watermelon Juice,  Mixed Fruit Juice,  Sugarcane Juice,  Pineapple Juice,  Beetroot Juice"," Gandhimandapam Main Road, Kotturpuram, Chennai",Kotturpuram,13.018,80.2411,https://www.zomato.com/chennai/the-chennai-fresh-n-spot-kotturpuram,
Pari Hotel,"Breakfast, Home Delivery, Indoor Seating",Hotel,"Chinese,  South Indian","Spring Rolls,  Dim Sum,  Ghee Podi Dosa,  Rasam Rice,  Chilli Paneer,  Pongal,  Hakka Noodles"," Jagathambigai Nagar, Padi, Ambattur, Chennai",Ambattur,13.1186,80.1574,https://www.zomato.com/chennai/pari-hotel-ambattur,
Famous Fast Food,Indoor Seating,Fast Food,Fast Food,"Nuggets,  French Fries,  Onion Rings,  Peri Peri Fries,  Sandwich,  Fried Chicken,  Milkshake"," 422/1, Thiruvottiyur High Road, Washermanpet, Chennai",Washermenpet,13.1148,80.2872,https://www.zomato.com/chennai/famous-fast-food-1-washermenpet,
Indian Coffee House,Takeaway Only,Cafe,"Beverages,  Juices","Buttermilk,  Rose Milk,  Sugarcane Juice,  Mango Lassi,  Fresh Lime Soda,  Tender Coconut,  Pomegranate Juice"," 33/6, Ritherdon Road, Vepery, Chennai",Vepery,13.0853,80.2607,https://www.zomato.com/chennai/indian-coffee-house-vepery,
Routher Biriyani,"Breakfast, Home Delivery, Indoor Seating",Restaurant,"Biryani,  Chinese","Hakka Noodles,  Brinjal Curry,  Chicken Biryani,  Chilli Chicken,  Raita,  Haleem,  Spring Rolls"," 86, Valluvar Kottam High Road, Nungambakkam, Chennai",Nungambakkam,13.0569,80.2425,https://www.zomato.com/chennai/routher-biriyani-nungambakkam,
Woffles,"Home Delivery, Desserts and Bakes",Bakery & Sweet Shop,Desserts,"Brownie,  Jalebi,  Tiramisu,  Halwa,  Chocolate Mousse,  Kheer,  Rasgulla"," 7, Ramaswamy Salai, Sector 2, K.K. Nagar, Chennai",K.K. Nagar,13.041,80.1994,https://www.zomato.com/chennai/woffles-k-k-nagar,
Alpha Foods,Indoor Seating,Fast Food,Fast Food,"Milkshake,  Peri Peri Fries,  Sandwich,  Burger,  Wrap,  French Fries,  Fried Chicken"," 91, Justice Rathnavel Pandiyan Street, Golden George Annex, Mogappair, Chennai",Mogappair,13.0837,80.175,https://www.zomato.com/chennai/alpha-foods-mogappair,
Jay 2 Days,"Home Delivery, Indoor Seating",Fast Food,"South Indian,  Fast Food","Rava Idli,  Masala Dosa,  Fried Chicken,  Ghee Podi Dosa,  Rasam Rice,  Filter Coffee,  Idli Sambar"," 8, Near Vels University, Mallika Nagar, P.V. Vaithiyalingam Road, Pallavaram, Chennai",Pallavaram,12.9675,80.1491,https://www.zomato.com/chennai/jay-2-days-1-pallavaram,
Al-Maaz,"Breakfast, Indoor Seating",Restaurant,"North Indian,  South Indian,  Chinese","Rava Idli,  Keerai Kootu,  Fried Rice,  Bonda Soup,  Gobi Manchurian,  Rogan Josh,  Chole Bhature"," GST Road, Melrosapuram Join Road, Opposite Bharath Benz, Maraimalai Nagar, Kanchipuram District, Chennai",Kanchipuram District,12.8372,79.7042,https://www.zomato.com/chennai/al-maaz-kanchipuram-district,
Primary Restaurant,"Breakfast, Takeaway Only",Restaurant,"Biryani,  North Indian,  Chinese","Chicken 65,  Rajma Chawal,  Aloo Paratha,  Rogan Josh,  Chilli Chicken,  Tandoori Chicken,  Spring Rolls"," Pandiya Residential Complex, TNHB Flats, Block 5, Room 15, Sholinganallur, Chennai",Sholinganallur,12.901,80.2279,https://www.zomato.com/chennai/primary-restaurant-sholinganallur,
Taaham,"Takeaway Only, Standing Tables",Cafe,Beverages,"Fresh Lime Soda,  Tender Coconut,  Buttermilk,  Rose Milk,  Mango Lassi,  Mojito,  Green Tea"," 20, Pillayar Koil Street, Thendral Nagar, Gandhi Nagar, Anna Nagar East, Chennai",Anna Nagar East,13.092,80.2236,https://www.zomato.com/chennai/taaham-1-anna-nagar-east,
Deepa Mess & Fast Food,"Breakfast, Vegetarian Only, Indoor Seating",Restaurant,"South Indian,  Chinese","Chicken Manchurian,  Dragon Chicken,  Uthappam,  Masala Dosa,  Idli Sambar,  Gobi Manchurian,  Bonda Soup"," 11/3, South Dhandapani Street, T. Nagar, Chennai",T. Nagar,13.0418,80.2341,https://www.zomato.com/chennai/deepa-mess-fast-food-t-nagar,
